38.661153;-9.202744;549.593010;5;0;25
38.661278;-9.202666;549.186020;5;0;25
38.661402;-9.202589;548.779030;5;0;25
38.661527;-9.202511;548.372040;5;0;25
38.661651;-9.202434;547.965049;5;0;25
38.661775;-9.202357;547.558059;5;0;25
38.661900;-9.202279;547.151069;5;0;25
38.662024;-9.202202;546.744079;5;0;25
38.662148;-9.202125;546.337089;5;0;25
38.662273;-9.202047;545.930099;5;0;25
38.662397;-9.201970;545.523109;5;0;25
38.662522;-9.201892;545.116119;5;0;25
38.662646;-9.201815;544.709129;5;0;25
38.662770;-9.201738;544.302139;5;0;25
38.662895;-9.201660;543.895148;5;0;25
38.663019;-9.201583;543.488158;5;0;25
38.663143;-9.201506;543.081168;5;0;25
38.663268;-9.201428;542.674178;5;0;25
38.663392;-9.201351;542.267188;5;0;25
38.663517;-9.201273;541.860198;5;0;25
38.663641;-9.201196;541.453208;5;0;25
38.663765;-9.201119;541.046218;5;0;25
38.663890;-9.201041;540.639228;5;0;25
38.664014;-9.200964;540.232238;5;0;25
38.664139;-9.200886;539.825247;5;0;25
38.664263;-9.200809;539.418257;5;0;25
38.664387;-9.200732;539.011267;5;0;25
38.664512;-9.200654;538.604277;5;0;25
38.664636;-9.200577;538.197287;5;0;25
38.664760;-9.200500;537.790297;5;0;25
38.664885;-9.200422;537.383307;5;0;25
38.665009;-9.200345;536.976317;5;0;25
38.665134;-9.200267;536.569327;5;0;25
38.665258;-9.200190;536.162337;5;0;25
38.665382;-9.200113;535.755346;5;0;25
38.665507;-9.200035;535.348356;5;0;25
38.665631;-9.199958;534.941366;5;0;25
38.665755;-9.199881;534.534376;5;0;25
38.665880;-9.199803;534.127386;5;0;25
38.666004;-9.199726;533.720396;5;0;25
38.666129;-9.199648;533.313406;5;0;25
38.666253;-9.199571;532.906416;5;0;25
38.666377;-9.199494;532.499426;5;0;25
38.666502;-9.199416;532.092436;5;0;25
38.666626;-9.199339;531.685445;5;0;25
38.666750;-9.199262;531.278455;5;0;25
38.666875;-9.199184;530.871465;5;0;25
38.666999;-9.199107;530.464475;5;0;25
38.667124;-9.199029;530.057485;5;0;25
38.667248;-9.198952;529.650495;5;0;25
38.667372;-9.198875;529.243505;5;0;25
38.667497;-9.198797;528.836515;5;0;25
38.667621;-9.198720;528.429525;5;0;25
38.667746;-9.198642;528.022535;5;0;25
38.667870;-9.198565;527.615544;5;0;25
38.667994;-9.198488;527.208554;5;0;25
38.668119;-9.198410;526.801564;5;0;25
38.668243;-9.198333;526.394574;5;0;25
38.668367;-9.198256;525.987584;5;0;25
38.668492;-9.198178;525.580594;5;0;25
38.668616;-9.198101;525.173604;5;0;25
38.668741;-9.198023;524.766614;5;0;25
38.668865;-9.197946;524.359624;5;0;25
38.668989;-9.197869;523.952634;5;0;25
38.669114;-9.197791;523.545643;5;0;25
38.669238;-9.197714;523.138653;5;0;25
38.669362;-9.197637;522.731663;5;0;25
38.669487;-9.197559;522.324673;5;0;25
38.669611;-9.197482;521.917683;5;0;25
38.669736;-9.197404;521.510693;5;0;25
38.669860;-9.197327;521.103703;5;0;25
38.669984;-9.197250;520.696713;5;0;25
38.670109;-9.197172;520.289723;5;0;25
38.670233;-9.197095;519.882733;5;0;25
38.670358;-9.197017;519.475742;5;0;25
38.670482;-9.196940;519.068752;5;0;25
38.670606;-9.196863;518.661762;5;0;25
38.670731;-9.196785;518.254772;5;0;25
38.670855;-9.196708;517.847782;5;0;25
38.670979;-9.196631;517.440792;5;0;25
38.671104;-9.196553;517.033802;5;0;25
38.671228;-9.196476;516.626812;5;0;25
38.671353;-9.196398;516.219822;5;0;25
38.671477;-9.196321;515.812832;5;0;25
38.671601;-9.196244;515.405841;5;0;25
38.671726;-9.196166;514.998851;5;0;25
38.671850;-9.196089;514.591861;5;0;25
38.671974;-9.196012;514.184871;5;0;25
38.672099;-9.195934;513.777881;5;0;25
38.672223;-9.195857;513.370891;5;0;25
38.672348;-9.195779;512.963901;5;0;25
38.672472;-9.195702;512.556911;5;0;25
38.672596;-9.195625;512.149921;5;0;25
38.672721;-9.195547;511.742931;5;0;25
38.672845;-9.195470;511.335940;5;0;25
38.672969;-9.195393;510.928950;5;0;25
38.673094;-9.195315;510.521960;5;0;25
38.673218;-9.195238;510.114970;5;0;25
38.673343;-9.195160;509.707980;5;0;25
38.673467;-9.195083;509.300990;5;0;25
38.673591;-9.195006;508.894000;5;0;25
38.673716;-9.194928;508.487010;5;0;25
38.673840;-9.194851;508.080020;5;0;25
38.673965;-9.194773;507.673030;5;0;25
38.674089;-9.194696;507.266039;5;0;25
38.674213;-9.194619;506.859049;5;0;25
38.674338;-9.194541;506.452059;5;0;25
38.674462;-9.194464;506.045069;5;0;25
38.674586;-9.194387;505.638079;5;0;25
38.674711;-9.194309;505.231089;5;0;25
38.674835;-9.194232;504.824099;5;0;25
38.674960;-9.194154;504.417109;5;0;25
38.675084;-9.194077;504.010119;5;0;25
38.675208;-9.194000;503.603129;5;0;25
38.675333;-9.193922;503.196138;5;0;25
38.675457;-9.193845;502.789148;5;0;25
38.675581;-9.193768;502.382158;5;0;25
38.675706;-9.193690;501.975168;5;0;25
38.675830;-9.193613;501.568178;5;0;25
38.675955;-9.193535;501.161188;5;0;25
38.676079;-9.193458;500.754198;5;0;25
38.676203;-9.193381;500.347208;5;0;25
38.676328;-9.193303;499.940218;5;0;25
38.676452;-9.193226;499.533228;5;0;25
38.676576;-9.193148;499.126237;5;0;25
38.676701;-9.193071;498.719247;5;0;25
38.676825;-9.192994;498.312257;5;0;25
38.676950;-9.192916;497.905267;5;0;25
38.677074;-9.192839;497.498277;5;0;25
38.677198;-9.192762;497.091287;5;0;25
38.677323;-9.192684;496.684297;5;0;25
38.677447;-9.192607;496.277307;5;0;25
38.677572;-9.192529;495.870317;5;0;25
38.677696;-9.192452;495.463327;5;0;25
38.677820;-9.192375;495.056336;5;0;25
38.677945;-9.192297;494.649346;5;0;25
38.678069;-9.192220;494.242356;5;0;25
38.678193;-9.192143;493.835366;5;0;25
38.678318;-9.192065;493.428376;5;0;25
38.678442;-9.191988;493.021386;5;0;25
38.678567;-9.191910;492.614396;5;0;25
38.678691;-9.191833;492.207406;5;0;25
38.678815;-9.191756;491.800416;5;0;25
38.678940;-9.191678;491.393426;5;0;25
38.679064;-9.191601;490.986435;5;0;25
38.679188;-9.191524;490.579445;5;0;25
38.679313;-9.191446;490.172455;5;0;25
38.679437;-9.191369;489.765465;5;0;25
38.679562;-9.191291;489.358475;5;0;25
38.679686;-9.191214;488.951485;5;0;25
38.679810;-9.191137;488.544495;5;0;25
38.679935;-9.191059;488.137505;5;0;25
38.680059;-9.190982;487.730515;5;0;25
38.680184;-9.190904;487.323525;5;0;25
38.680308;-9.190827;486.916534;5;0;25
38.680432;-9.190750;486.509544;5;0;25
38.680557;-9.190672;486.102554;5;0;25
38.680681;-9.190595;485.695564;5;0;25
38.680805;-9.190518;485.288574;5;0;25
38.680930;-9.190440;484.881584;5;0;25
38.681054;-9.190363;484.474594;5;0;25
38.681179;-9.190285;484.067604;5;0;25
38.681303;-9.190208;483.660614;5;0;25
38.681427;-9.190131;483.253624;5;0;25
38.681552;-9.190053;482.846633;5;0;25
38.681676;-9.189976;482.439643;5;0;25
38.681800;-9.189899;482.032653;5;0;25
38.681925;-9.189821;481.625663;5;0;25
38.682049;-9.189744;481.218673;5;0;25
38.682174;-9.189666;480.811683;5;0;25
38.682298;-9.189589;480.404693;5;0;25
38.682422;-9.189512;479.997703;5;0;25
38.682547;-9.189434;479.590713;5;0;25
38.682671;-9.189357;479.183723;5;0;25
38.682795;-9.189279;478.776732;5;0;25
38.682920;-9.189202;478.369742;5;0;25
38.683044;-9.189125;477.962752;5;0;25
38.683169;-9.189047;477.555762;5;0;25
38.683293;-9.188970;477.148772;5;0;25
38.683417;-9.188893;476.741782;5;0;25
38.683542;-9.188815;476.334792;5;0;25
38.683666;-9.188738;475.927802;5;0;25
38.683791;-9.188660;475.520812;5;0;25
38.683915;-9.188583;475.113822;5;0;25
38.684039;-9.188506;474.706831;5;0;25
38.684164;-9.188428;474.299841;5;0;25
38.684288;-9.188351;473.892851;5;0;25
38.684412;-9.188274;473.485861;5;0;25
38.684537;-9.188196;473.078871;5;0;25
38.684661;-9.188119;472.671881;5;0;25
38.684786;-9.188041;472.264891;5;0;25
38.684910;-9.187964;471.857901;5;0;25
